pathway	freq	padj	NES	stability	overlap	Lead_genes
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	1	0.13437955157676135	1.765911581010556	1.0	69.95	{'PPP3CB;SAR1A;MAP2K1;ANO6;ATP2A2;SDCBP;AKT2;RAP1B;ITGAM;GPC3;BVES;LRRK2;RACK1;PICALM;STXBP1;FGR;RDX;PPP3CC;CLASP1;CHRNA5;RAB25;IL15;RAP1A;NRP1;SCAMP5;BLK;EZR;DRD2;VAMP8;CLIP3;ANXA2;MFGE8;PTPN1;IL1B;SYT11;CNN2;ADORA2A;TRPV6;CALR;NTF3;ATP9A;CLN3;EFNB2;GAB2;SRC;SPHK1;IL2RG;UNC13D;STXBP2;ARHGAP44;LRP1;MCTP1;CLASP2;PTAFR;F2RL1;ADRA2A;PPT1;CNR1;SDC1;STON1;VAMP7;CACNB2;HIP1R;ITGB3;SFRP4;ROCK1;APOC2;RAB3D;ZP3;RAB12;CHRNA6;RAB17;RSC1A1;CACNA1I;LRSAM1;SNX3;PRRT2;ANKRD13D;PSEN1;SGIP1;IL2RB;DNAJC13;SAR1B;PICK1;SYT7;MAPK15;VSNL1;HAP1;PRKAR1B;SYK;ARF1;ANGPT1;IL15RA;PYCARD;MYO18A;RAB3B;DNAJC6;DAB2;SLC11A1;LYAR;RAB8A;MSN;GRIK5;RAB3C;RIN3;SELE;SYT12;RAB15;C4B;EGF;RUFY2;UNC119;HLA-F;AKAP5;VTN;MKLN1;EHD2;HFE;RAB33B;SDC4;ANXA1;AAK1;CSK;CBL;ATP13A2;PACSIN1;C3;C12orf4;RAB4B;ACSL3;SCYL2;SIRPG;TFR2;SMAP1;P2RY1;ANKRD27;SMPD1;TBC1D4;RPH3AL;FER;ITGAV;BICD1;GNAI2;RAB8B;ZFYVE16;SNAPIN;DOC2A;CAMK1D;TPCN2;DTNBP1;RAB11A;SNF8;NCKAP1L;APPL1;FLOT1;SMPD3;STON2;MICAL1;RAB3GAP1;MIR205;RAC2;PLD1;SPHK2;VEGFA;CORO1A;UBQLN2;CLU;ADGRE2;ARFGAP1;GIT1;RAB13;ADORA2B;CDH13;REST;STX1A;FCGR2B;STAP1;CPLX1;PLA2G6;SNX12;LGALS9;HGS;CD84;CSPG5;RAB26;SYT1;CD14;MIB1;LYN;PRAM1;ATG3;SYNJ1;SCARB1;PACSIN3;PROM2;MTMR2;SLAMF1;CHMP3;RAB7A;FES;OLFM4;GSK3B;STAM;CBLL1;PLSCR1;STXBP5;ANKRD13A;MERTK;HNRNPK;SYTL4;DOCK2;ACTN2;AZU1;NR1H3;FGB;FMR1;AP2M1;GAS6;ANKFY1;DGKD;PTX3;IL13RA2;HYAL3;PCLO;PRTN3;LMAN2;WDR54;NOTCH1;CD300A;RAB21;RUFY1;VPS4B;ATP2C1;VPS28;BTBD9;LYPLA1;BAIAP3;CEACAM1;CD22;RAC1;DNM2;ZDHHC2;CYBA;GAS1;TREM2;APBA1;RIMS2;HPCA;YIPF5;AXL;APOC1;NDRG4;CD151;SLC4A8;TBC1D5;SLC30A8;GRIPAP1;GOPC;SNCA;DLL1;NEDD4L;RSPO1;TOR1A;LGALS3;FGG;CD177;PGAP1;SYT8;CD36;HIP1;PREPL;TNK2;SYP;RNF139;ANKRD13B;DGKQ;APOE;C2CD5;SIRPA;TGM2;FCN2;CCL19;ARF6;DNAJC5;PDCD6IP;AP2B1;LILRB1;ARRB2;BCR;STXBP3;SYT15;ABL1;SNX17;GIPC1;VAMP2;CNST;PRKCB;LAMP1;RINT1;KLRC2;TBC1D20;WNT5A;SYT17;ITGB2;PTPRJ;CDK5R1;RIMS3;FCN1;ABCA2;EPHA3;CADPS2;IFNG;ARFIP1;SCRIB;AHI1;CASK;RAB11B;NUMB;KCNB1;SPI1;ALOX15;CDK5;C4A;ABL2;DYSF;VPS4A;ADIPOQ;STX1B;RABGEF1;SORL1;RAB10;NEU3;ATG5;PRKD1;STX4;EEF2K;CCL21;P2RX1;ARHGAP1;LDLRAP1;DRD4;SNX4;STX18;PLCG2;RAB31;PTPRC;PTPN23;PIK3CB;USP7;RAB27B;B2M;WASL;PPP3CA;EXPH5'}
GOBP_RESPONSE_TO_DSRNA	1	0.134060777420633	1.7666168212319477	1.0	33.56	{'SLC3A2;IRAK3;RFTN1;RFTN2;RIPK2;DDX58;RIOK3;MUL1;RALB;DHX36;IRF3;IFIH1;COLEC12;KCNJ8;PQBP1;FLOT1;NFKB1;MAVS;TLR3;DHX9;DDX1'}
GOBP_LAMELLIPODIUM_MORPHOGENESIS	1	0.1338594392393167	1.7674508693086823	1.0	34.62	{'ARHGEF7;KANK1;WASF1;PDPN;SNX2;SRC;CORO1B;CORO1C;ENPP2;CD44;WASF2;ABI1'}
GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION	1	0.13385216668260488	1.7671397931453003	1.0	32.1	{'PTEN;NLGN4X;PTPRD;NLGN3;NLGN2;LRP4'}
GOBP_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	1	0.1332861101139769	1.7694511234737158	1.0	38.11	{'ACACB;MLYCD;PPARA;COQ3;AKT2;PPTC7;ATP2B4;PPARGC1A;DKKL1;TRIB3;MFSD2A;PDK4;IL1B;ACADL;PDK1;CLN3;RDH10;DKK3;MALRD1;PARK7;RGN;CNR1;PLIN5;APOC2;LPGAT1;SOX9;H6PD;WDTC1;PPARD;DAB2;FGFR4;SIRT4;PRKAG2;MID1IP1;ANXA1;ERLIN2;PROX1;ACMSD;PDK2;AKR1C3;BMP2;CLCN2;NCOR2;PTGS2;PPARG;SLC7A11;WNT4;SIRT1;REST;ELOVL5;INSIG2;ABCD2;BCKDK;IRS1;PRKCE;FABP3'}
GOBP_FOREBRAIN_NEURON_DEVELOPMENT	1	0.13321169197340052	1.7693153310731369	1.0	63.74	{'OGDH;NRP1;DCLK2;RAPGEF2;FGFR2;NRP2;NDNF;PLXNA3;SCYL2;ZMIZ1;SEMA3A;LHX6;ATP7A;DISC1;UBB;UQCRQ'}
GOBP_LACRIMAL_GLAND_DEVELOPMENT	1	0.13314083854529735	1.768645665513955	1.0	24.24	{'SOX10;FOXC1;SOX9;FGFR2;IGSF3'}
GOBP_AXON_EXTENSION	1	0.1331376769429162	1.7710305447635328	1.0	53.38	{'PPP3CB;RTN4;ITGB1;SEMA4A;SEMA3C;NRP1;TTL;DBNL;CTTN;SEMA4G;GOLGA4;SEMA4D;SEMA3F;SLIT3;USP9X;EIF4G2;SEMA3D;C9orf72;LAMB2;SEMA4C;GDI1;HSP90AB1;SEMA6B;SEMA4B;BMPR2;NRP2;CXCL12;LIMK1;EDN1;RYK;PLXNA4;FN1;PAFAH1B1;NLGN3;PLXNA3;TRIM46;MEGF8;RAB11A;HSP90AA1;DRAXIN;VEGFA;SLIT2;SEMA5A;DIP2B;MACF1;RUFY3;TRPV2;NTN1;VCL;SEMA3A;GSK3B;DCLK1;SPG11;ALCAM;OLFM1;SEMA7A;PTPRS;AUTS2;WNT3;CDKL3;ZFYVE27;SEMA6C;ADNP;SEMA3B;RAB21;EDN3;ARHGAP4;DNM2;CDKL5;MAP2;CYFIP1;ULK2;L1CAM;TWF2;SEMA6A'}
GOBP_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	1	0.13311754015807012	1.769195805174978	1.0	67.18	{'NEK7;SAMD4A;EIF4E3;LPIN1;RPUSD4;SORBS1;CSDE1;EIF4EBP2;QKI;FXR1;AKT2;EIF1B;RPS4X;SLC2A10;SHMT1;BANK1;RACK1;CCT3;MEN1;CHP1;DPH3;INPP5K;PAIP2B;YBX3;METTL5;PINK1;ZC3H12D;IL15;TOB1;BCL6;TOM1L1;CTIF;ROCK2;AURKB;RPS3;GRB7;GBA;PTCD3;DNAJC1;CALR;DSCC1;CD28;DHFR;CCNA2;RHOA;PA2G4;DHFRP1;RMND1;BACE2;MAGOH;RARA;NPM2;EREG;GINS2;SRC;FXR2;MKNK1;ACOT8;DACH1;ATRX;ENPP1;RCC1L;PTAFR;UQCC2;RGN;EIF4A3;EIF4G1;C8orf88;IGF1;JMJD4;TYMS;NCSTN;RPL13A;MTOR;PUM1;CTNNB1;PABPC1;LRPPRC;NAT10;KLF4;DNAJC24;ROCK1;GINS4;KRT17;EIF4G2;NCK1;XRN1;JAK3;MLH1;EHMT2;INO80;RPS14;TICRR;RUVBL2;HSP90AB1;ERBB2;RC3H1;FAF1;CNBP;EIF3C;FGF2;DCPS;MAPK15;SSBP1;UNK;RUVBL1;RABL3;CHEK1;EIF3D;POLG2;DAPK1;ACTR5;DHX36;HBEGF;CCL5;NOX4;TARDBP;DDX3X;PPP1R3D;EIF4B;PNKP;HABP4;NGDN;PURA;ZNF706;E2F8;FASTKD2;ITM2B;BMPR2;EIF3E;FGFR4;PAIP2;ANKRD17;EGF;PPP1CB;TIA1;EIF4G3;SELENOS;ATR;HBS1L;RFC2;DCP2;MRPS27;TIMELESS;TNRC6A;FOXO3;EIF2B2;PCNA;ATM;KHDRBS1;ITM2C;EGFR;EIF4E2;EIF2B4;GLI2;POLR2D;EXOSC10;POLR2G;GINS1;TEN1;PRMT1;RAD17;SLFN11;KBTBD8;MYC;INO80B;CNOT3;RPL26;PDGFRB;MAP3K4;ING4;EXOSC7;LARP4;USP16;ACO1;SESN2;PPP1R3E;PUM3;EIF2B5;CDC6;PRR16;ZBTB38;ESCO1;S100A11;WRNIP1;TMED2;KCTD13;CDK1;C1QBP;ATF1;HSP90AA1;CPEB3;GRHL2;METTL4;SMOC2;TTF1;EIF2AK1;JADE3;SECISBP2L;RAB3GAP1;NOCT;MIR205;GIGYF2;CDT1;SEPSECS;PLD1;FASTKD3;YTHDF2;USP37;NSUN3;MPV17L2;PYM1;ZFP36L2;RBM4;DHX9;LIG3;RFC5;SHMT2;IREB2;DDX1;PRKCQ;DPH1;EIF5;PPP1R15B;CNOT6L;PUM2;ABCE1;RBBP6;ACVRL1;PPP2CA;SAMD4B;NUGGC;PPP1CA;ACTL6A;CPEB2;INO80D;CPEB4;PATL1;GNL3L;WAPL;ETF1;IRS1;CELF1;CPEB1;SLC6A9;TRUB2;NVL;NCK2;NEK2;CCDC88A;MKNK2;RPS9;KAT7;AGO3;ACER2;IL33;HNRNPA1;CNOT2;PER2;TNRC6B;SMARCA5;EXOSC5;TSC1;DPH5;PLCB1;TNKS;GSK3B;EIF4H;MIR145;METTL14;MCIDAS;ATG13;CNOT1;AGO4;ZMPSTE24;CCR7;RGS2;MOV10;MALSU1;MRPL13;MIR590;CAPRIN2;PKM;GEMIN5;ILF3;PLXNB2;RPL5;EIF3H;MTIF2;CNOT6;GTPBP4;INO80E;HGF;RPS6KB1;PKIB;EIF5A;FMR1;PNLDC1;UPF1;CDC7;TFPT;TRAP1;DONSON;PDS5A;EIF3B;PKP3;PDGFA;CHRAC1;EIF6;NCBP1;DCP1A;PAK3;DPH3P1;AATF;UPF3B;FKTN;YBX2;EXOSC2;BCL3;ZNF385A;GOLGA2;NT5C3B;RPS6KB2;EIF5B;GCN1;NPM1;SYNCRIP;MTG1;SMC3;LARP1;RPL10;RC3H2;FBXO4;LARP4B;NECAB1;PAIP1;HNRNPD;CCT7;EIF4A2;CYFIP1;GUF1;RB1CC1;EXOSC8;HNRNPC;ZFP36L1;THBS1;METAP1;CAPRIN1;DIS3L2;SVIP;PXYLP1;RBM3;ERCC4;ACTR8;XRCC5;TNFAIP1;ATG101;MIR221;DBF4B;STAT3;AGO1;MTG2;CDKN1A;CCT4;SERP1;CNOT10;KHSRP;DHX29;DIO2;WRAP53;EXOSC3;BRCA2;HMBOX1;EIF2AK2;ARFGEF1;DDX6;LSM14A;SMG6;NFRKB;DYRK2;JADE1;TPR;DIS3;RNF139;AKT1;INPP5E;POT1;EEFSEC;CHTF18;RPS27L;CNOT7;CCL19;PAN2;NSUN5;NANOS3;RAB3GAP2;PATL2;ARRB2;FTO;SELENOT;DAPK3;MCRS1;EIF2A;ATAD5;ABCB10;CIRBP;UPF3A;RPS6KA3;POLE3;PPP2R1A;PTGES3;ZRANB3;ORC3;TERF1;POMT1;DBI;ZNF830;BCL2;TFDP1;PTK2B;RPUSD3;GINS3;SLC25A37;MTPN;CNOT11;SMARCAL1;ABCA2;BLM;TCF7L2;EEF2;MIR939;MEX3D;SMG5;MIF4GD;ALKBH1;HNRNPA2B1;EIF5A2;DCP1B;SOX4;CHTF8;METTL16;PPP1R3C;WIZ;ITM2A;VIM;OGFOD1;TNKS2;EPM2AIP1;ULK1;NBN;DNAJC2;ADIPOQ;DPH2;CNOT8;NEURL1;RPL22;CNOT9;INO80C;NAF1;CDK2;MTRF1;GLI1;PPP1R3G;PAWR;NCBP2;ZC3H12A;CCL21;CCT5;EIF2S3'}
GOBP_REGULATION_OF_MRNA_PROCESSING	1	0.13306547612888384	1.769011885862055	1.0	63.57	{'MBNL1;QKI;FXR1;CELF5;KHDRBS3;CELF2;MAGOH;SRSF3;FXR2;DYRK1A;HSPA8;SF3B4;RBM11;TRA2B;PTCD2;IWS1;NOVA1;THRAP3;SRSF7;DHX36;WTAP;SRSF4;RBMX;SON;RBM7;TIA1;KHDRBS1;PRDX6;YTHDC1;SRSF10;PAF1;SRSF9;U2AF2;SRRM1;C1QBP;NOVA2;CPEB3;FAM172A;NUP98;CCNT1;CWC22;RBM4;RBMXL1;DHX9;REST;SRSF6;SNRNP70;RBM23;CPSF6;BARD1;RBM39;PTBP1;CELF1;CPEB1;HNRNPA1;SF1;SRSF2;HNRNPK;ZBTB7A;FMR1;CDK11A;RBM15;TRA2A;NCBP1;RNF20;NUDT21;SAFB;RBM5;ZFP36L1;RBM3;PUF60;DDX17;PRPF19;LEO1;RBM25;RNF40;SNRPA;PAPOLA;SNW1;SUPT6H;SUPT5H;SRPK1;CPSF7;ZC3H3;CIRBP;LARP7;RAVER1;RNPS1;MBNL2;RBM15B;CDC73;RBFOX2;NELFE;HNRNPA2B1;SFSWAP;RBM10;METTL16'}
GOBP_FEMALE_GAMETE_GENERATION	1	0.1330293917330771	1.77194383952848	1.0	46.14	{'SOS1;PDE3A;PLAT;CCNB2;RPS6KA2;TUBB8;TDRD5;PAQR5;TDRD10;AURKC;BNC1;NPM2;EREG;SRC;RPS6;NPR2;IGF1;CTNNB1;REC8;SPIRE2;USP9X;ZP3;PTN;PLK1;MLH1;MMP2;PAQR7;TDRD1;TRIP13;EDN1;INHBA;NCAPH;FOXO3;ATM;YTHDC1;MDK;MYC;HEXB;LGR5;TDRKH;HSF2BP;DMC1;ERCC1;BCL2L10;TTK;TNFAIP6;YTHDF2;PTGS2;WNT4;RAD51C;ADAMTS1;SIRT1;BMPR1B;NCAPH2;DDX20;CDC25B;SYCP2;YTHDC2;ZMIZ1;MLH3;DIAPH2;RGS2;NDC80;AFP;PDE5A;WASHC5;PTX3;IMMP2L;MCM9;YBX2;HPGD'}
GOBP_TYROSINE_METABOLIC_PROCESS	1	0.13301424869957762	1.7700594831333072	1.0	38.06	{'FAH;TAT;GSTZ1;IL4I1;PAH;TTC36;IYD;HGD;PCBD2'}
GOBP_CLATHRIN_COAT_ASSEMBLY	1	0.132970417107791	1.770995798224591	1.0	21.34	{'PICALM;EPS15;NSG1;HIP1R;FCHO1;SGIP1;DAB2;FCHO2;PIK3C2A'}
GOBP_ADHERENS_JUNCTION_ORGANIZATION	1	0.13296653781002013	1.771514557529859	1.0	24.22	{'FERMT2;RDX;DSP;EFNB2;SRC;ADD1;CDH6;CDH1;TJP1;CTNNB1;CAMSAP3;SMAD7;JAM3;CDH11;CDH5;HIPK1;ACTB;CSK;KIFC3'}
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	1	0.13291812980997095	1.7718471461745948	1.0	30.68	{'SHMT1;TYMS;CMPK2;DUT;DTYMK;TBPL1'}
GOBP_RESPONSE_TO_THYROID_HORMONE	1	0.13286790522302347	1.770881384858309	1.0	26.52	{'CRLS1;RDX;CAB39;GBA;KIT;LMO2;KLF9;CTSL;CTSB;HES1;HPN;THRB;BRD8;GAS2L1'}
GOBP_REGULATED_EXOCYTOSIS	1	0.13281783171292552	1.7706280435497146	1.0	65.92	{'PPP3CB;VAMP3;STX2;ATP2A2;RAP1B;ITGAM;LRRK2;STXBP1;PPFIA3;FGR;SNX6;CHRNA5;STX19;RAP1A;SCAMP5;BLK;DRD2;VAMP8;PLEK;SYT11;ADORA2A;TRPV6;KIT;SNAP25;GAB2;UNC13D;SV2A;STXBP2;PTAFR;F2RL1;ADRA2A;MILR1;CNR1;VAMP7;CACNB2;RAB3D;ZP3;CHRNA6;CACNA1I;PRRT2;ABCA12;CRHBP;PSEN1;SYT7;TMEM79;SYK;SNPH;GRIK5;ARHGAP17;SYT12;RAB15;HLA-F;CBL;DMTN;C12orf4;P2RY1;RAB11FIP1;RPH3AL;FER;GNAI2;SNAPIN;DOC2A;DTNBP1;NAPB;NCKAP1L;RAB11FIP2;CCL3;MICAL1;RASGRP1;RAB3GAP1;STEAP2;RAC2;SPHK2;SNAP47;CORO1A;BTK;SYNGR1;ADGRE2;GIT1;ADORA2B;REST;STX1A;FCGR2B;CPLX1;MYH9;LGALS9;CD84;CSPG5;PTGDR;RAB26;SYT1;LYN;PRAM1;SYNJ1;FES;GSK3B;STXBP5;PTGDS;SYNGR2;FMR1;IL13RA2;LAT;HYAL3;PCLO;NOTCH1;TMED10;CD300A;BAIAP3;CEACAM1;BLOC1S6;APBA1;RIMS2;TPH1;CTBP2;SLC4A8;SNCA;P2RX7;SNAP29;SDF4;CD177;SYT8;PREPL;SYP;DNAJC5;BCR;STXBP3;SYT15;GIPC1;VAMP2;ARL8B;SNAP23;PRKCB;LAMP1;KLRC2;SYT17;ITGB2;RIMS3;CADPS2;SCRIB;CASK;RAB11B;STX11;KCNB1;SPI1;CDK5;PIK3CD;STX1B;RABGEF1;RAB10;NAPA'}
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	1	0.13251095188045875	1.7728526657626436	1.0	69.65	{'ABHD6;MLYCD;ACAT1;FITM2;PDE8A;OGG1;PLA2G4C;PDE4D;GPD1L;PTEN;INPP5K;NUDT10;INPP5A;SMPDL3B;SMPD2;NUDT7;PLBD1;PDE8B;LDLR;VCP;GDPD3;NEIL2;ENPP1;ENTPD6;NUDT17;GDE1;APOC2;PDE4A;ENTPD5;SAMHD1;DERA;NUDT11;NT5C2;IDH1;NUDT19;AMPD3;SARM1;PNPLA8;PDE9A;PLA2G7;ENPP2;INPP5J;ABHD12B;ENPP3;PDXP;PRDX6;PLB1;DUT;PRKCD;SMPD1;NUDT16;SMPD4;HPRT1;ENTPD8;SMPD3;PLBD2;PLA2G4F;ITPA;PDE10A;TYMP;NUDT15;NUDT3;PNPLA6;PLA2G6;PLA2G4A;INPP5B;SYNJ1;SCARB1;MTMR2;ENTPD1;SMPDL3A;PLCB1;NT5C;NUDT4;PDE5A;UNG;MTMR7;NAPEPLD;INPP4B;ENTPD4;NUDT13;GPCPD1;PLA2G15;ENTPD2;APOC1;NT5E;PRTFDC1;GDPD1;PDE7B;PDE2A;ABHD16A;NUDT8;INPP5E;UPP1;HINT1;ACOT7;DCTPP1;XDH;ABHD16B;PNPLA7;NUDT5;PDE7A;ENTPD7;PNLIPRP2;NUDT18;NTHL1;GPD1;PGM2;PLCG2;PLA2G4B;CNP;IMPA1;NEIL1;BPNT1;DNPH1'}
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1	0.1323561896900584	1.7733119167438995	1.0	60.5	{'WNK1;ITGAE;ITGB1BP1;PTPN11;ITGB1;ITGAM;ITGB4;ITGA8;FBN1;PLAU;SKAP1;PDE3B;ITGA11;ITGA3;FERMT1;MUC1;ITGBL1;EFNA1;P2RY12;ITGB3;JAM3;CD3E;SYK;CCL5;COL16A1;ITGA1;DPP4;VTN;ITGA7;NPNT;PLPP3;ITGAV;TESC;EPHA2;NCKAP1L;PTK2;CRK;SNAI2;LYN;ACER2;ITGAL;ITGA5;CRKL;PIEZO1;SWAP70;SFRP2;ITGB7;ITGAX;ITGB6;ADAM9;PTPN6;ITGA9;ITGB8;TGFB2;ITGB5;ADAM17;FERMT3;EXT1;RET;CIB1;ITGB2;PODXL'}
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	1	0.1322375517764488	1.773726897735246	1.0	55.38	{'FYCO1;AP3S2;AP3B2;PRKCZ;CLN3;KIF13A;AP3S1;KIF5A;TRAK2;DYNC1H1;TRAK1;HAP1;KIF1C;PAFAH1B1;TRIM46;BICDL2;SNAPIN;DTNBP1;NDE1;RASGRP1;BICDL1;BLOC1S4;KIF5B;AP3B1;FBXW11;AP3M2;BLOC1S3;BLOC1S6;KIF3A;MAP2;BLOC1S2;HTT;BORCS5;RAB1A;KIFAP3'}
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1	0.13216632244535137	1.7742886743386692	1.0	38.41	{'SAMD4A;KAT2B;MAP2K1;RPUSD4;VAMP3;SPTBN1;NLRP3;LIMS1;CSDE1;QKI;PTPN11;FXR1;MITF;CDH3;ANK2;PDE4D;NLRC4;RPS4X;SLC2A10;LRRK2;GATA3;STAT5B;IRAK3;RBPJ;FGR;RDX;YBX3;IL20RB;METTL5;SOX10;POU5F1;PINK1;ZEB2-AS1;CDKN2B-AS1;RIF1;IL16;IL15;CSF1R;FOXP3;TOB1;PPARGC1A;RPS6KA2;MAF;OAS3;CTIF;RFTN1;IL10;ROBO1;ROCK2;PDCL3;SCAMP5;IL1RL1;F2R;EZR;NFATC4;RPS3;DRD2;PKP1;ANXA2;MEF2C;IL1B;CNN2;KLK7;ERBB3;CALR;KIT;CD28;BAG2;DNMT3B;CD83;RHOA;CHI3L1;RIPK2;KLK5;RMND1;PRKCZ;LURAP1;MZB1;AGR2;LDLR;ITGA3;RARA;EREG;FERMT1;SRC;FXR2;CALCOCO1;PID1;SPHK1;JAK2;AKAP12;ACTG2;CEBPG;ALOX15B;BATF;ENO1;MYOM1;IL12RB2;NOS1AP;FOXC1;HAVCR2;DYRK1A;RELA;ACTA2;XCL1;TRAF3IP2;MAPK13;HSPA8;LAMP3;AKIRIN2;DDX58;CARD8;TLR4;RCC1L;PTAFR;F2RL1;BLNK;POU2AF1;UQCC2;ADRA2A;SF3B4;PARK7;EIF4A3;EIF4G1;FAM98A;IGF1;IRF8;JMJD4;TRA2B;CNTF;RIOK3;RBMS3;MTOR;IL12A;CTNNB1;ADAM8;HEG1;OVOL2;EPB41L4B;CLEC4E;PABPC1;ERP29;MARK1;IL1RL2;TRIM16;NAT10;KLF4;NRG1;SFRP4;ROCK1;RPS7;HOXD3;ZP3;VTCN1;TRIM24;SLC7A5;ADCYAP1;IL34;DHX58;POLR3C;KRT17;GBP5;EIF4G2;IDO1;NCK1;IL6R;GABPA;SOX9;MLH1;TLR8;OAS1;SULF2;ERBB2;IL7;CD58;PSEN1;CNBP;BMP7;OAS2;CD2;EIF3C;FGF2;ARNT;CD3E;F12;ZBTB20;CHEK1;SYK;C3AR1;EIF3D;THRAP3;C5AR1;ANGPT1;DHX36;CLDN19;RORA;BCL11A;CCL5;TUSC2;SMO;PPARD;DROSHA;PYCARD;TARDBP;DDX3X;IL18R1;MAPK14;AFAP1L2;SLC11A1;GPSM3;RBMX;HABP4;ATF2;CX3CL1;FASTKD2;CDH5;PTGFR;SPON1;MELTF;MSN;PDCD5;PRKAG1;FUBP1;KAT2A;EIF3E;IRF3;TNFRSF14;FGFR4;TRAF2;SETD2;HEY1;IFIH1;EGF;INHBA;HLA-F;CD200;HLA-A;HLA-G;NBAS;IL17RA;EPHX2;FGF1;FN1;HES1;MRPS27;HFE;NTRK2;FADD;ANXA1;ADTRP;ATM;KHDRBS1;RBM22;EGFR;CDK6;MAPK9;PRDX6;ATP13A2;POLR2D;BTN3A2;HPX;C3;PIAS3;RELB;NTRK3;TFAP2A;MDK;POLR2G;HPN;PQBP1;HLA-DPB1;IL17B;TFR2;MAPK8;ARID5A;MYC;MMP14;IL27RA;AGPAT1;IFI16;RPL26;IFNGR1;PRDM1;GSDMD;SELENOK;IRF7;AGT;CUX2;TRPV4;CYBB;TESC;LARP4;USP16;EIF2B5;PRR16;OSR1;DTNBP1;LY9;ZBTB7B;PADI2;SNF8;ANK3;RPL23;APPL1;C1QTNF3;TMED2;U2AF2;HTR2B;FLOT1;CDK1;C1QBP;EXOSC6;CCL3;NAT8;MAVS;HSP90AA1;CPEB3;STAT1;HNRNPAB;AR;NLRP1;TLR3;RASGRP1;NOCT;CITED2;ARID1A;PLD1;SPHK2;VEGFA;FASTKD3;BMP2;NCOR2;HINFP;YTHDF2;PTGS2;PPARG;ABCC8;NUP98;AIM2;ETS1;SP1;MPV17L2;NKX3-1;PYM1;CLU;RBMXL1;DHX9;BCL10;FAM47E;C14orf93;DDX1;PRKCQ;LGALS7B;ARID1B;NOX1;CHUK;PIP;ZNF580;ADORA2B;TMF1;SIRT1;PLP1;TCF12;RPL11;LMNA;HIF1A;STAP1;TRIM32;MED26;SNRNP70;EMILIN1;CD55;MYH9;AXIN2;SETX;TLR6;TLE1;FRMD8;LGALS9;FURIN;HGS;CD84;DDRGK1;PHB;OCLN;KPNA7;PIK3R1;CD14;HEY2;CD4;CELF1;TRUB2;CD6;NCK2;PIK3R3;CTSH;POU2F2;LPL;KPNA6;PTGER4;RPS9;MALT1;DENND1B;AGO3;SLAMF6;IL33;CD34'}
GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION	1	0.1319761550749264	1.7742856698548934	1.0	17.12	{'ARHGAP21;COPG1;SLC9A3R1;STK25;YWHAZ'}
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1	0.13169707251672735	1.7763092256646038	1.0	58.73	{'MUC20;NRP1;PTPN1;STMN1;ESM1;ADAMTS12;PAK1;PTPN2;HGF;RAC1;BCAR1;SIRT2;MET'}
GOBP_PROTEIN_LIPOYLATION	1	0.13161025014361094	1.775291090583936	1.0	25.01	{'LIAS;GCSH;LIPT1;NDUFAB1;LIPT2'}
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	1	0.13160018964601358	1.7756024283449978	1.0	23.1	{'WNK1;KANK1;UBE2B;ZEB2;CDH3;HHEX;GPC3;LRRK2;RBPJ;CTDNEP1;PTK7;LGR4;SFRP1;ARNTL;TMEM9;PPM1B;SRC;LGR6;VCP;TRPM4;JUP;RSPO3;SFRP4;USP34;ILK;USP47;FGF2;RUVBL1;RNF146;DDX3X;BAMBI;FGFR2;GID8;TBL1X;EGF;ZBED3;DAAM2;JRK'}
GOBP_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	1	0.1315963753846736	1.7761623856577489	1.0	36.33	{'TJP2;TJP3;TJP1;ANGPT1;VEGFA;ABCC8;OCLN'}
