pathway	freq	padj	NES	stability	overlap	Lead_genes
GOBP_VESICLE_DOCKING	1	0.012663444090190335	2.32014004879095	1.0	22.67	{'VAMP3;STX2;STX8;STX12;STX7;BVES;STXBP1;PPFIA3;VTI1B;STX19;PLEK;SNAP25;CLN3;STXBP2;USO1;RAB3D;RAB12;RALB;CAV2;SNPH;RAB3B;RAB8A;RAB3C;RAB15;STX17;STX5'}
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	1	0.011532947027914513	2.332717415801505	1.0	13.38	{'DLD;MCCC1;ACAT1;ALDH6A1;HMGCL;HIBADH;BCKDHB;HIBCH;SDS;BCKDHA;BCAT1;HMGCLL1;DBT'}
GOBP_CELL_PROJECTION_ASSEMBLY	1	0.011502233717787429	2.33355795247312	1.0	58.95	{'MAP4;ANO6;WDPCP;ABLIM3;ARHGEF7;KANK1;TBC1D2B;PCNT;FXR1;SDCBP;UBE2B;DOCK11;RAP1B;ITGB1;LPAR3;ITGB4;PARVA;KLF5;PPP1R16B;PMP22;LRRC49;PIK3CA;INPP5K;RDX;FGD5;SLC9A3R1;PLEK2;RHOQ;TEKT5;B9D1;RAP1A;ARPC2;NRP1;P2RX4;CDC14A;WASF3;EZR;PTPRO;BBIP1;CAPG;FXYD5;DBNL;EPS8;KIT;CDC14B;TENM2;EMP1;TBC1D9B;CDC14C;FGD2;RHOV;CLN3;TBC1D3;EPS8L1;SRC;FXR2;CLCN4;EXOC5;TTYH1;ARHGAP44;AIF1L;SNX10;BRK1;RHOH;AJUBA;TBC1D7;F2RL1;CTTN;ONECUT2;FAM98A;ARHGAP24;RHOU;SPAG16;APC;MTOR;P2RY12;TBC1D16;RAPGEF2;ASAP1;PLCE1;STK26;ROCK1;FGD4;RAB17;NUDCD3;KLC3;CEP126;NCK1;CDC42EP1;S1PR2;CEP350;EVI5;AGRN;IFT122;MAPK15;ARHGEF6;HAP1;ESPN;HSPB11;EVL;CARMIL2;KIAA0586;TBC1D1;IFT52;TTBK2;QRICH2;DNAH2;PARVB;RAB8A;MIEN1;TBC1D10A;MKKS;TACSTD2;VSTM5;SYNE2;SH3YL1;MPHOSPH9;STAU2;CORO1C;DAAM2;WDR11;RHOJ;EHD2;IFT43;WHAMM;WDR19;NUP85;TEKT2;SRGAP2C;FGD1;CEP19;TRPM2;DMTN;ABLIM2;ARL6;MIR214;PTPDC1;PRKCD;NCKAP1;MKS1;BCAS3;MAP4K4;FER;CDKL1;RAB8B;ABI2;TBC1D32;VAV2;BBS2;EPHA2;SPAG17;RAP1GAP;CFAP20;DTNBP1;CCDC57;ATP8B1;DZIP1;NCKAP1L;TTLL1;S1PR1;DNAH1;RPGR;CEP97;TTC36;VDAC3;TNIK;RAC2;PLD1;DNAAF5;RAPGEF6;FBF1;CEP120;NEK1;TBC1D19;GBF1;TBC1D30;EXOC4;EPS8L2;WASF2;PLEKHM1;PPP1R9B;PPP1R35;CDH13;CEP135;CCDC28B;GPM6A;PLXNB3;TBC1D10C;CEP83;DCTN1;STAP1;AKIRIN1;RSPH1;SPAG6;ATAT1;TMEM237;CEP162;WDR90;ARL13B;CFAP53;EHD3;ABI3;POC1A;SLIT2;OCLN;TBC1D2;IFT80;TMEM216;TBC1D13;TBC1D15;PIK3R1;EMP2;RAB23;SGSM3;NTN1;ATG3;NCK2;CCDC88A;CFAP44;IFT140;ACTR2;ODF2;C2CD3;USP6NL;ARFIP2;CEP164;BBS5;KIF27;WDR35;VCL;NPHP3;GSK3B;MCIDAS;VAV3;CCR7;SSX2IP;OFD1;BBS10;FLNA;TTC39C;CC2D2A;CCNO;AUTS2;CEP250;INTU;ACTN2;ARL3;FAM161A;FMR1;DNAI1;WWTR1;PDGFA;TOGARAM1;CEP70;INPPL1;LAMA5;NOTCH1;FUZ;TAPT1;CELSR2;MNS1;CBY1;MYLK;SRGAP2;FNBP1L;TBC1D17;CDC42EP5;RABGAP1;RAC1;CCDC40;DNM2;ODF2L;CDKL5;NEFH;KIF3A;KCNQ1;IFT81;ARAP1;CNTROB;RAP2A;CDC42EP4;SCLT1;HYLS1;TGFBR1;TEKT3;TCHP;NME5;CYFIP1;TMEM80;GAS8;BBS7;SPEF2;TBC1D5;IQCB1;HTT;CCDC66;FSCN1;CEP131;P2RX7;PIP5K1A;SNAP29;TWF2;DNAAF3;FAM110C;BBS9;DNAH5;RAB1A;ATP7A;IFT20;DCDC2;TBC1D8;FHDC1;ADAMTS16;TMEM231;DISC1;ABLIM1;DYNC2H1;DYNLL2;CCDC39;YAP1;SPAG1;KCTD17;ARMC9;CFAP157;TBC1D24;CCL19;ARF6;CCDC65;DZIP1L;MTSS1;MAK;RPGRIP1L;UNC119B;ACTR3;CFAP73;ABL1;TBC1D10B;CYLD;GORAB;RFX3'}
GOBP_SODIUM_ION_TRANSPORT	1	0.011494258384840878	2.3324322975362226	1.0	29.81	{'NDUFA9;ANO6;WNK1;KCNK1;SLC3A2;GPD1L;GLRX;SLC5A6;FGF12;CHP1;FXYD3;ATP2B4;SLC9A3R1;KLHL24;ATP6V1B1;P2RX4;DRD2;WNK3;FXYD5;SLC9A5;HECW2;WNK4;SLMAP;STK39;SERPINE2;SLC9A9;SLC5A1;DMPK;TRPM4;SLC23A1;ACTN4;FGF14;NEDD4;SCNN1B;HCN3;SLC4A4;SLC13A3;CACNA1I;COMMD9;SLC5A2;SCN2B;SCNN1G;SIK1;KLHL3;CNKSR3;SLC9A1;SLC9A2;SLC34A2;COMMD3;SLC4A5;SLC13A2;DLG1;MAGED2;SCN1B;STOM;SLC6A16;EDN1;UTRN;SLC9A7;ASIC1;SLC8A1;COMMD1;ATP1A2;TRPM2;SCN8A;SCNN1A;PTPN3;ATP1B3;SLC22A4;SLC22A5;SLC12A2;TESC;TPCN2;OSR1;SLC9B2;ANK3;SLC24A2;SLC6A14'}
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	1	0.011286531846861767	2.3365691816726453	1.0	44.98	{'SSH2;TMOD1;SPTBN1;ITGB1BP1;CAPZA2;KANK1;ATP2A2;RHOBTB1;FERMT2;SVIL;PHLDB2;RHOBTB3;LIMCH1;ANK2;PDE4D;PAM;CFL2;TMOD4;SPTBN2;PIK3CA;INPP5K;RDX;CLASP1;WASF1;CSF1R;RHOQ;DSP;RAPGEF3;SFRP1;ARPC2;NRP1;ROCK2;SYNPO2;WASF3;EZR;PDPN;CAPG;SNX9;PLEK;CNN2;DBNL;STMN1;EPS8;DLC1;NTF3;LIMA1;SPTB;ARHGAP40;RHOA;BAIAP2;ADD1;TRPM4;JUP;ARHGAP44;ACTA2;LRP1;BRK1;TJP1;F11R;RHOH;CLASP2;F2RL1;PLN;CTTN;BST1;TEK;MTOR;SH3BP1;FHOD1;CCL24;HIP1R;ROCK1;TAOK1;RICTOR;NCK1;C9orf72;CDC42EP1;DIXDC1;CIT;SMAD4;RHPN2;SMIM22;PICK1;JAM3;ARF1;HCLS1;EVL;CARMIL2;ARHGEF15;FCHSD2;LPAR1;SLC9A1;PYCARD;SPTAN1;DSC2;DLG1;CX3CL1;EPHA1;SSH3;ARHGAP28;CXCL12;ARHGAP17;CORO1B;LIMK1;MKKS;EDN1;TACSTD2;TAOK2;CELSR1;STAU2;DAAM2;SYNPO;SDC4;WHAMM;TPM1;PDXP;GPR65;ATP1A2;TRPM2;DMTN;NTRK3;MDK;MIR214;PRKCD;NCKAP1;BCAS3;PDGFRB;FER;PROX1;ABI2;SRI;PLEKHG2;BAIAP2L1;NCKAP1L;GMFB;PAK1;S1PR1;ALMS1;PDGFRA;RAC2;CRK;CORO1A;WNT4;WASF2;ATP2A1;EFNA5;TMOD3;PXN;STAP1;MYH9;ARPC3;ABI3;NOTCH2;SLIT2;ARHGEF19;KCNJ2;SEMA5A;SPTBN5;PIK3R1;VASP;NCK2;CCDC88A;FGF13;PTGER4;PRKCE;RHOBTB2;LATS1;ARFIP2;FES;TSC1;WDR1;ARPC1A;TMSB15A;GRB2;KANK4;FZD10;RGS4;CCR7;SIGLEC15;RHPN1;PPFIA1;FLNA;ARPC5;ACTN2;WASHC5;AKAP13;SWAP70;CAPZA1;ECT2;PDGFA;ARHGEF18;TRIM27'}
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	1	0.011068877922805557	2.339086623772062	1.0	38.14	{'MAP3K20;TBX3;PTPN11;SVIL;UBE2B;DUSP3;CCNYL1;TAL1;BTC;STAT5B;TGFA;RDX;IL10;ROCK2;CDC14A;AURKB;RRM2;DRD2;TTL;CDC25C;IL1B;CALR;CD28;CDC14B;RHOA;CDC14C;AURKC;RARA;NPM2;EREG;SRC;USP2;SPHK1;LGMN;RPS15A;ATRX;CUL3;MAPRE3;EIF4G1;IGF1;SPAG5;USP19;DYNC1H1;CCNB1;RACGAP1;STXBP4;PBX1;UBE2C;MTA3;INO80;MAD2L1;CIT;PAGR1;DTL;SPAST;DLGAP5;CDCA5;SLF2;ESPL1;MAPK15;CHEK1;PKN2;ZBED9;FOXA1;DDX3X;SPDYA;NUSAP1;MSX2;CCNK;ASNS;FGFR2;E2F8;CUL4B;CCNY;NSMCE2;EDN1;ANKRD17;EGF;XRCC3;HES1;PAFAH1B1;SMC5;ANXA1;PLRG1;CCND1;EGFR;SFPQ;PAF1;MEIS2;MIR214;MYC;ANAPC4;CEP295;PDGFRB;NUDT16;PROX1;CDC25A;LRP6;CDC6;CCDC57;PSRC1;CDC27;RAB11A;CDK1;SMPD3;SMOC2;PKD1;CCPG1;CDT1;CITED2;CCNT1;CEP120;CHEK2;PHIP;KLHL18;NKX3-1;WNT4;PRKCA;CUL4A;RAD51C;CDK4;RAD21;KMT2E;APEX1;ADAMTS1;PPP1R35;TMOD3;TRIM32;FAM83D;DDRGK1;EZH2;FEN1;MEPCE;NUPR1;LSM11;TGM1;OVOL1;CDC25B;PRKCE;ZNF16'}
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	0.01106777277997564	2.3396234158340357	1.0	46.34	{'MAP2K1;PPP2R3C;WNK1;ITGB1BP1;STRADB;TAL1;TXN;PIK3CA;PINK1;TOM1L1;CAB39;GHR;DRD2;MOB3A;NTF3;CHI3L1;PRKCZ;SRC;JAK2;PPIA;MOB3C;ADRA2A;PARK7;TGFBR2;CARD14;IGF1;MTOR;RIPK3;NRG1;ITGB3;PRNP;IL6R;COPS8;GPRC5C;ANGPT1;TNFSF15;CCL5;SPDYA;AGAP2;SLC11A1;DLG1;TRAF2;CARD10;TAOK2;EGF;PRKAG2;FGF1;ACVR2B;STRADA;SLC1A1;NTRK3;PRKCD;TRAF4;AGT;DAXX;GPRC5D;NCKAP1L;TLR3;MARK2;VEGFA;ZFP91;EFNA5;MADD;TLR6;PHB;EMP2;CCDC88A;FGF13;MALT1;IL18;IL23A;CD86;TPX2;EPO;GAS6;ECT2;MOB1A;ADNP;MOB3B;CD300A;DUSP19'}
GOBP_VESICLE_LOCALIZATION	1	0.011031815565518948	2.3415228692601646	1.0	52.52	{'SAR1A;FYCO1;SDCBP;CDH3;LRRK2;PICALM;PTEN;PINK1;CLASP1;AP3S2;LIN7A;MYO1B;AP1M2;MLPH;AP3B2;SYT11;DCTN2;ATP9A;PRKCZ;CLN3;PPP6C;GPR143;KIF13A;BRSK1;CUL3;CLASP2;AP3S1;KIF5A;ACTN4;TRAK2;USO1;DYNC1H1;CTNNB1;SDC1;LINC00869;RAB17;TRAK1;MYO1C;PSEN1;MAP4K2;SAR1B;MAPK15;HAP1;STARD3;TMEM230;KIF1C;MKKS;MYO5A;STARD3NL;TMED9;WDR11;PAFAH1B1;COPS5;SDC4;CEP19;ATP13A2;TRIM46;YKT6;ARL6;BICDL2;TCIRG1;MYO1E;SNAPIN;BBS2;DTNBP1;RAB11A;SNF8;NDE1;TMED2;SMPD3;NLGN2;TANC2;RASGRP1;CDH2;BICDL1;GBF1;BLOC1S4;PCDH17;CCDC186;KIF5B;AP3B1;HGS;SYNJ1;MYO1G;CHMP3;RAB7A;BBS5;STAM;MYO1F;SPG11;MYO19;DNM1;MREG;FBXW11;KLHL12;AP3M2;PCLO;BLOC1S3;TMED10;VPS4B;SHROOM2;FNBP1L;BLOC1S6;DNM2;KIF3A;MAP2;BLOC1S2;TFG;BBS7;PEF1;IKBKG;HTT;SNCA;TRIP11;SNAP29;BORCS5;TOR1A;ARFGAP3'}
GOBP_IMMUNE_EFFECTOR_PROCESS	1	0.010981210906961521	2.3414051925081965	1.0	41.88	{'PPP3CB;VAMP3;NLRP3;DUSP22;PLCL2;DOCK11;ITGAM;STX7;GATA3;STAT5B;IRAK3;SEMA4A;STXBP1;FGR;APBB1IP;IL20RB;C6;SNX6;RIF1;FOXP3;BCL6;ZNF683;RFTN1;IL10;CD8A;SUSD4;BLK;VAMP8;IL1B;KLK7;IGHV3-23;KIT;C7;CD28;PVR;FYN;SUCNR1;PRDX1;RIPK2;KLK5;PRKCZ;IGHV2-5;MZB1;GAB2;RARA;ST3GAL1;CD1C;SRC;CFB;IGHV3-74;CEBPG;BATF;UNC13D;RPS6;IGHV3-35;IGHV3-48;TRPM4;STXBP2;HAVCR2;XCL1;IGHV3-11;TRAF3IP2;LRP1;IGHV3-33;DDX58;TLR4;IGHV3-15;C4BPB;PTAFR;F2RL1;POU2AF1;IRF8;LAG3;IGHV3-21;IGHV1-18;CD27;MILR1;MTOR;IL12A;SCNN1B;IGHV3-30;NFKBID;CLEC4E;VAMP7;VSIG4;RIPK3;ZP3;SLC7A5;IGHV3-13;DHX58;IGHV4-4;IL6R;IGHV3-53;IL4I1;JAK3;MLH1;CFHR1;IGHV3-49;TLR8;IGHV3-72;IGHV5-51;IGHV3-38;SLAMF7;RC3H1;IGHV3-7;LYST;PSEN1;ULBP3;SMAD7;IGLL5;SYK;ANGPT1;IGHV3-20;DHX36;CTSC;RORA;IGHV3-64D;TUSC2;PYCARD;IL18R1;IGHV3-43;MYO18A;FBXO38;AZGP1;SLC11A1;NECTIN2;SPINK5;BTN3A3;TNFSF18;CD1A;CD1B;IGHV3-64;IGHV5-10-1;FCER2;TNFRSF14;LIMK1;TRAF2;C4B;ANKRD17;FCRL3;IGHV2-70;FCGR3A;HLA-F;HLA-A;HLA-G;IGHV4-28;C1S;IGHV6-1;FGL2;EXO1;IGHV1-69;ULBP1;HFE;CR1;IGHV1-3;FADD;ANXA1;GNL1;IGHV4-31;ENPP3;CBL;BTN3A2;HPX;MYB;C3;HLA-DQB2;RELB;CFH;MDK;C12orf4;HLA-DPB1;TCIRG1;PRKCD;TUBB;ARID5A;IGHV3-16;JAG1;IL27RA;FER;SELENOK;IGHV1-24;IRF7;IGHV4-39;IGHV2-70D;IGHV4-59;VAV2;CD96;DNASE1L3;SCART1;LY9;ZBTB7B;NCKAP1L;IGHV1-69D;IGHV3-66;APPL1;IGHV3-73;HPRT1;ERCC1;PAK1;C1QBP;EXOSC6;CCL3;MAVS;PTK2;FCGR1A;TLR3;RASGRP1;C4BPA;RAC2;SPHK2;CD59;C9;CRK;CORO1A;PLEKHM2;BTK;HLA-DQA1;GBF1;HLA-DQB1;CLU;ADGRE2;KMT2E;BCL10;HLA-DOB;DDX1;KIF5B;TRDC;ADORA2B;CD1D;SIRT1;CD19;SOCS5;IGHV2-26;FCGR2B;STAP1;IRAK4;SLAMF8;CD55;PLA2G6;LGALS9;NOTCH2;CD84;PHB;PTGDR;MFNG;IGHV1OR15-1;EMP2;NMI;LYN;PRAM1;IGHV4-34;CTSH;PTGER4;IGKC;MALT1;MYO1G;DENND1B;PRKCE;SLAMF6;CCR6;SLAMF1;IGLC1;FES;IL18;IL7R;TSC1;RORC;IGLC7;HLA-DMB;WDR1;ITGAL;LIG4;IL23A;ZBTB1;KLRC3;IGHV4-61;VAV3;TNFSF13;PAXIP1;TP53BP1;CSF2RB;PTGDS;TRBC1;CD86;TRIM6;SEMA7A'}
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	1	0.010970018365178028	2.3441392494368003	1.0	29.25	{'KAT2B;MAP2K1;UVRAG;IPO5;FERMT2;AIDA;CCNYL1;SOS1;HHEX;LRRK2;MEN1;CEMIP;CALM1;PTEN;IRAK3;PRKAR2B;MAGED1;CCNB2;INPP5K;TGFA;ATP2B4;KSR1;CSF1R;CBLC;SFRP1;HIPK3;CAB39;ROBO1;GHR;HERC5;CAB39L;TRIB3;CD24;CAMK1;RPS3;GBA;PTPN1;CDC25C;ACSL1;IL1B;KIT;NTF3;PKIG;CCNA2;RHOA;PRKAR2A;SYAP1;FGD2;SRC;TRIB2;MAP3K5;CCNH;KITLG;TLR4;AJUBA;ADRA2A;MAPRE3;FLT1;CCNB1;APC;ADAM8;HEG1;ERP29;RAPGEF2;CDKN3;HEXIM1;TAOK1;IL34;PDCD4;RICTOR;PIK3R5;PLK1;FAM20A;SH2B3;HSP90AB1;ERBB2;RALB;PSEN1;MAP4K2;BMP7;CDK5RAP3;FGF2;ALS2;GTF2H1;PRKAR1B;TNFAIP3;SYK;NOX4;PYCARD;DDX3X;SPDYA;CCNJL;DAB2;CCNK;DIRAS1;BMPR2;PRKAG1;CCNY;TRAF2;EDN1;TAOK2;EGF;FGFR1;IPO7;CDKN2B;PRKAG2;FGF1;STRADA;SLC8A1;ACTB;TFAP4;CSK;CCND1;EGFR;NTRK3;PRKCD;GSTP1;SMPD1;PDGFRB;MAP3K4;AGT;PROX1;CDC25A;SESN2;LRP6;CDC6;DTNBP1;PSRC1;NF1;TRIB1;DVL2;SNF8;MAP2K5;PAK1;HTR2B;STK3'}
GOBP_ANION_TRANSMEMBRANE_TRANSPORT	1	0.01093106839140462	2.3413629629590917	1.0	30.66	{'ANO6;SLC25A3;MPC1;SLC16A7;PCYOX1;ITGB1;SLC3A2;GLRA3;SLC5A6;SLC25A42;SLC1A3;SLC44A4;SLC16A1;SLC25A12;SLC1A2;SLC16A11;ARL6IP5;SLC9A5;SLC35B1;FOLR1;TCAF2;SLC7A8;SLC25A17;CLN3;SLC25A30;SLC9A9;SLC39A8;SLC5A1;ACE2;SLC23A1;PTAFR;GABRP;SFXN2;ANO2;SLC43A1;SLC4A4;SLC25A29;MFSD12;SLC13A3;SLC7A5;PRNP;SLC26A11;GABRE;PSEN1;ANO1;SLC9A1;SLC9A2;SLC7A1;ABCC5;LRP2;SLC25A5;SLC7A3;SLC4A5;SLC13A2;CLCN6;SLC12A9;SLC38A5;SLC12A8;LRRC8E;LRRC8C;SLC25A38;SLC37A1;SLC9A7;SLC25A18;SLC1A1;SLC35A2;ATP1A2;VDAC2;ANO9;ANO7;SLC1A4;SLC43A2;MYC;SLC4A3;SLC12A2;AGT;SLC35B4;SLC26A1;SLC26A10;SLC24A2;SLC46A1;VDAC3;ADAMTS8'}
GOBP_MDA_5_SIGNALING_PATHWAY	1	0.010925777544821526	2.343933581153635	1.0	29.36	{'OAS3;RIOK3;DHX58;TKFC;IRF3;ANKRD17;IFIH1;IRF7;C1QBP'}
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	1	0.010294457102870089	2.3526615444949774	1.0	69.66	{'UGP2;TK2;ABHD5;SUCLA2;DLD;DHDDS;LPIN1;ABHD6;HADHA;TJP2;SLC25A16;CRLS1;ACACB;AK3;UVRAG;PCYT1A;GPLD1;MLYCD;MTHFD1;PPARA;PIGF;DLST;ACAT1;PYGL;MPP1;OGDH;SAMD8;FITM2;PDE8A;OGG1;PFKFB3;ADCY2;PLA2G4C;TPST2;SULT2B1;IDI2;DLAT;PLPPR1;PDE4D;SULT1A1;SHMT1;PIGM;GPD1L;LRRK2;HACD2;PFKM;PTEN;CHP1;MTMR10;PIK3CA;INPP5K;NUDT10;INPP5A;SMPDL3B;ADCY6;SULT1A3;PINK1;CKMT1B;SMPD2;ACACA;CSF1R;RHOQ;SLC44A4;ADAL;PPARGC1A;FBP1;ACSS2;SUCLG2;ABCA8;CAPN2;PGAP3;PDHA1;MFSD2A;RRM2;PDK4;SLC25A12;QPRT;NUDT7;SULT1A4;PLBD1;PDE8B;AGPAT3;AKR1A1;PLCD4;ACSL1;PLEK;ELOVL6;ENO2;PDK1;THEM5;RHOA;TTC7B;ACSM5;MBOAT7;PITPNM3;PNPLA3;CLN3;LDLR;PDHX;PLPP5;PGK1;PID1;VCP;ALOX15B;ENO1;GDPD3;CKMT1A;ACOT8;PIGU;PLCH2;ACSBG1;PI4KAP1;NEIL2;GNPAT;ENPP1;AJUBA;NPR2;ENTPD6;PTAFR;GPAM;NUDT17;GLYCTK;PARK7;PFKP;SERINC1;MBOAT1;IGF1;PIKFYVE;IMPDH2;TYMS;NADK;PPT1;ADSL;GGPS1;LDHA;GDE1;ADGRF5;OPA1;TNFAIP8L3;PLPP2;SLC4A4;ADCY7;ACSS1;PGD;ALPL;APOC2;GPAT4;PDE4A;LPGAT1;FDPS;HSD17B12;GUCY2D;GPAT3;IDO1;TK1;ENTPD5;H6PD;TMEM38B;SMG1;HDAC4;ITPKB;SAMHD1;AASS;NADSYN1;DERA;FAM126B;GUCA1B;NME1;FAR2;PSEN1;CMPK2;PLPP1;SERINC3;NUDT11;FGF2;DGUOK;ARNT;NT5C2;IDH1;ZBTB20;PIGH;NMNAT1;PAICS;NUDT19;AMPD3;ETNK2;CEPT1;FOXK2;RORA;PPARD;KMO;PLPPR2;ADCY4;NMRK1;SARM1;NME2;SLC44A2;FIG4;CTPS2;DLG1;PTDSS1;PNPLA8;PDXK;SERINC2;LPCAT4;THTPA;TIGAR;PGAP2;SOCS2;AGPAT4;PRKAG1;LPCAT1;MOCS1;PDE9A;PDHB;PFKFB1;FADS1;PPCS;PIK3C2A;MOCOS;ATIC;PIPOX;PIGC;DCAKD;PLA2G7;NADK2;SH3YL1;PCYT1B;PRKAG2;HRH1;SRD5A3;PAFAH1B1;ENPP2;SERINC5;PIGN;INPP5J;ABHD12B;ATM;TAMM41;PNPO;GPHN;ACOT9;ENPP3;PDXP;PRDX6;PARP10;PLPP3;PLB1;DUT;PIP4K2B;AFMID;ACSL3;PLA1A;PIGX;PRKCD;NAAA;PARP9;P2RY1;MYC;NMNAT2;HEXB;AGPAT1;SMPD1;PDGFRB;FDFT1;NUDT16;PPT2;RNASEH2B;RPIA;SMPD4;DHTKD1;PGAM4;ACMSD;PGM1;EPHA2;ACSL4;DTYMK;SLC26A1;MTM1;HPRT1;ENTPD8;HTR2B;PLAA;SMPD3;PLBD2;DGKE;SIRT6;PLA2G4F;CROT;PIGQ;PI4KAP2;TBPL1;ITPA;UMPS;PIGA;PDK2;PLD1;TPST1;AK7;SPHK2;PDE10A;PRPS1;MTMR8;GNB3;RAN;GIT1;PGS1;SULT1A2;GMPR2;PROCA1;GART;CWH43;ADORA2B;ACSF2;BPGM;TYMP;PPIP5K2;SOCS5;MAGI3;ELOVL5;NME2P1;SLC35B2;HIF1A;AGPAT5;NUDT15;NUDT3;MINPP1;SOCS4;AK9;PNPLA6;PIK3C2B;PLA2G6;PLA2G4A;PGM3;VAC14;INPP5B;PIP5KL1;PIK3C3;G6PC3;PIGT;SLC44A5;PIK3R1;NUPR1;RAB23;PIGV;SYNJ1;SCARB1;PIK3R3;PIK3C2G;PFKFB2;LPL;MTMR2;FABP3;PI4K2A;ENTPD1;MFN1;BMX;SMPDL3A;GLYAT;PITPNM1;PLCB1;IP6K1;LIPH;PLA2G12A;EFR3A;SOCS6;SERAC1;NT5C;MPPE1;SACM1L;PLSCR1;ABCA3;MTMR6;HSD17B4;MTMR1;SELENOI;PIP5K1B;NUDT4;FLAD1;PRPSAP1;AK8;ZBTB7A;PKM;CDS1;INPP4A;PDE5A;NFS1;NR1H3;VPS9D1;ETNK1;PGLS;NT5C3A;LPCAT3;DGKD;SGMS1;HAAO;UNG;MTMR7;RRM1;MTMR4;PDGFA;PAPSS2;PUDP;PIGW;REXO2;CDIPT;MTMR14;INPPL1;EIF6;SGMS2;NAPEPLD;PIGO;SULT1C4;DOLPP1;UCK2;VAPA;COASY;PTHLH;INPP4B;ENTPD4;NT5C3B;AK2;RPEL1;ASMTL;ATG14;NUDT13;GPCPD1;CARD11;ME1;GATA6;DHRS7B;PTPMT1;ELOVL1;GALK1;PLA2G15;PIGB;IDI1;BLOC1S6;GFPT2;PIK3R2;TREM2;PTDSS2;OGT;SPTLC2;CPS1;HPCA;FLCN;ENTPD2;NME5;APOC1;ACSF3;AMPD2;P2RY6;CAD;NT5E;PRTFDC1;GDPD1;NCOR1;MTMR9;SNCA;CLN8;P2RX7;PLCB3;PIP5K1A;TDO2;PDE7B;STAT3;PLA2G2D;TTC7A;SLC44A3;PIGL;GK5;RAB38;AK6;PGAP1;PI4KA;GPI;PDE2A;GUCY2C;EP300;INPP5D;DPM1;TMEM150A;MPC2;TREX1;UCK1;ABHD16A;AK5;NUDT8;INPP5E;UPP1;PLSCR3;PAPSS1;MCCC2;DGKQ;EFL1;KYNU;LACC1;GUCY1A2;MVK;CTPS1;CHPT1;NME3;GCH1;PIGS;TGFB1;PTH1R;SLC35B3;ABHD3;MLXIPL;GPAT2;OXSM;MTMR12;SERINC4;MTMR3;SPTLC1;MT-ATP8;LCLAT1;HINT1;ACOT7;MCEE;TMEM86B;PIGZ;DCTPP1;PIPSL;HMGCS2;DBI;MT-ATP6;XDH;PFKL;GFPT1;PTK2B;ABHD16B;PNPLA7;JMJD8;ITPK1;ADCY9;NUDT5;ABCA2;LPCAT2;PIGY;GPD2;HDHD5;NUDT14;HK2;NAPRT;IFNG;ACSL5;ACOT6;PISD;CASK;PDE7A;NMNAT3;ACLY;GUK1;BAD;NUS1;ALOX15;PHEX;LDHC;SLC27A1;ENTPD7;CMPK1;NAXE;PNLIPRP2;PIK3CD;ISYNA1;DPM3;NUDT18;ABHD14B;ELOVL2;CKMT2;FAR1;NAXD;NME7;MTMR11;NTHL1;FAM126A;IPMK;SLC25A13;PIGG;HMGCS1;GPD1;PANK3;IP6K2;ACSM1;MVD;DIP2A;RPE;AMPD1;PGM2;PLCG2;PLA2G4B;PIK3R4;MBOAT2;IPPK;CNP;PIP5K1C;ACOT11;ADK;IMPA1;FITM1;NEIL1;STOML2;PIK3CB;PDGFB;BPNT1;ACOT4;ENO3;SOCS1;DNPH1;GPAA1'}
